Day,Mean_Infections
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.0
100,4.1
100,5.08
100,7.94
100,11.9
100,17.1
100,21.72
100,25.96
100,28.52
100,30.22
100,31.38
100,32.46
100,33.06
100,33.58
100,33.84
100,34.1
100,34.14
100,34.16
100,34.4
100,34.56
100,34.82
100,36.38
100,40.92
100,49.9
100,64.04
100,82.94
100,105.78
100,130.12
100,155.14
100,178.38
100,198.36
100,215.18
100,229.06
100,240.2
100,249.34
100,256.28
100,261.06
100,264.6
100,267.64
100,270.04
100,273.76
100,280.9
100,296.96
100,324.02
100,368.6
100,429.64
100,510.38
100,611.66
100,725.5
100,845.0
100,965.04
100,1078.4
100,1184.08
100,1281.86
100,1366.92
100,1435.52
100,1494.12
100,1541.76
100,1581.44
100,1613.72
100,1645.3
100,1679.86
100,1724.98
100,1789.48
100,1883.4
100,2020.92
100,2197.7
100,2406.6
100,2641.86
100,2889.24
100,3142.92
100,3392.28
100,3622.0
100,3827.64
100,4012.04
100,4171.08
100,4303.7
100,4418.56
100,4520.5
100,4609.58
100,4686.0
100,4754.76
100,4818.88
100,4886.02
100,4958.12
