Day,Mean_Infections
100,4.0
100,28.38
100,171.9
100,879.8
100,2869.06
100,4273.12
100,4429.02
100,4434.4
100,4435.38
100,4436.3
100,4437.9
100,4442.06
100,4452.02
100,4482.18
100,4590.9
100,4895.94
100,5266.22
100,5457.2
100,5507.12
100,5515.46
100,5519.22
100,5523.16
100,5530.42
100,5548.48
100,5611.66
100,5765.44
100,5979.78
100,6159.66
100,6289.5
100,6371.2
100,6399.32
100,6408.36
100,6418.1
100,6437.34
100,6488.42
100,6603.48
100,6792.04
100,6963.24
100,7091.0
100,7186.24
100,7253.4
100,7294.04
100,7314.82
100,7351.46
100,7419.14
100,7530.68
100,7683.56
100,7846.86
100,7980.96
100,8051.08
100,8095.8
100,8158.02
100,8212.46
100,8267.7
100,8348.26
100,8455.72
100,8594.52
100,8750.62
100,8868.9
100,8924.44
100,8957.08
100,9007.54
100,9103.82
100,9201.68
100,9298.04
100,9411.16
100,9542.74
100,9677.4
100,9762.14
100,9808.82
100,9849.96
100,9916.76
100,10020.0
100,10129.34
100,10233.04
100,10347.24
100,10480.26
100,10593.04
100,10657.12
100,10703.88
100,10758.16
100,10837.72
100,10944.18
100,11063.24
100,11179.64
100,11307.62
100,11419.96
100,11499.32
100,11553.86
100,11614.18
100,11687.78
100,11776.56
100,11882.08
100,11990.18
100,12114.2
100,12243.92
100,12344.2
100,12411.26
100,12468.92
100,12537.72
100,12620.58
