Day,Mean_Infections
100,4.0
100,29.66
100,182.04
100,924.22
100,2894.8
100,4204.94
100,4324.56
100,4328.68
100,4329.74
100,4330.58
100,4331.84
100,4334.06
100,4341.3
100,4364.34
100,4452.34
100,4706.2
100,4996.88
100,5093.56
100,5109.68
100,5113.82
100,5115.76
100,5118.0
100,5123.56
100,5138.86
100,5188.7
100,5318.74
100,5546.12
100,5731.54
100,5784.9
100,5796.5
100,5801.48
100,5805.86
100,5812.54
100,5828.84
100,5874.22
100,5983.2
100,6144.36
100,6285.68
100,6358.6
100,6379.3
100,6386.8
100,6391.76
100,6399.7
100,6417.46
100,6470.34
100,6585.52
100,6736.92
100,6860.42
100,6937.26
100,6962.86
100,6973.5
100,6981.22
100,6993.14
100,7018.78
100,7084.16
100,7202.38
100,7338.02
100,7443.84
100,7516.22
100,7549.84
100,7563.12
100,7574.12
100,7592.04
100,7631.28
100,7710.22
100,7818.36
100,7933.64
100,8023.1
100,8089.06
100,8131.78
100,8150.78
100,8170.8
100,8202.52
100,8264.42
100,8356.52
100,8453.3
100,8541.04
100,8599.34
100,8642.0
100,8698.52
100,8741.8
100,8772.94
100,8825.62
100,8912.02
100,9003.52
100,9087.2
100,9153.92
100,9198.78
100,9246.46
100,9299.7
100,9339.36
100,9388.6
100,9461.46
100,9552.84
100,9639.94
100,9711.16
100,9759.28
100,9801.04
100,9854.08
100,9907.28
100,9958.28
